1.941009245846616977e+03 2.144046093750000000e+05
1.941029677348815312e+03 2.148874218750000000e+05
1.941050108950890717e+03 2.157201562500000000e+05
1.941070540652974159e+03 2.170173125000000000e+05
1.941090972155056079e+03 2.176019375000000000e+05
1.941111403757131484e+03 2.056479218750000000e+05
1.941131835459156719e+03 2.049386875000000000e+05
1.941152266961180430e+03 2.057374531250000000e+05
1.941172698563139420e+03 2.060999531250000000e+05
1.941193130265106447e+03 2.062882500000000000e+05
1.941213561867014505e+03 2.072651875000000000e+05
1.941233993368914525e+03 2.083647968750000000e+05
1.941254425070765137e+03 2.088894062500000000e+05
1.941274856672549504e+03 2.094623906250000000e+05
1.941295288274399354e+03 2.095755156250000000e+05
1.941315719876190997e+03 2.104893437500000000e+05
1.941336151477924432e+03 2.116366250000000000e+05
1.941356583179651352e+03 2.122497187500000000e+05
1.941377014681384026e+03 2.126437500000000000e+05
1.941397446283051977e+03 2.133512031250000000e+05
1.941438309486344224e+03 2.154985312500000000e+05
1.941458741087961243e+03 2.164710468750000000e+05
1.941479172789571749e+03 2.177495781250000000e+05
1.941499604291129799e+03 2.181083906250000000e+05
1.941520035992623889e+03 2.186650000000000000e+05
1.941540467594182701e+03 2.202762343750000000e+05
1.941560899095682544e+03 2.218145312500000000e+05
1.941581330797118426e+03 2.227294843750000000e+05
1.941601762398560822e+03 2.158227968750000000e+05
1.941622193900002458e+03 2.149520625000000000e+05
1.941642625601380132e+03 2.159056406250000000e+05
1.941663057202764321e+03 2.171327187500000000e+05
1.941683488804148510e+03 2.182332656250000000e+05
1.941703920405467215e+03 2.196482812500000000e+05
1.941724352006793197e+03 2.205602656250000000e+05
1.941744783508118417e+03 2.218777812500000000e+05
1.941765215209379676e+03 2.241308906250000000e+05
1.941785646810647449e+03 2.247410937500000000e+05
1.941806078411857015e+03 2.260269062500000000e+05
1.941826510013059305e+03 2.280755156250000000e+05
1.941846941614268871e+03 2.150565312500000000e+05
1.941867373315420991e+03 2.131428906250000000e+05
1.941887804816622520e+03 2.146242968750000000e+05
1.941908236417773878e+03 2.156942187500000000e+05
1.941928668118867790e+03 2.167090156250000000e+05
1.941949099619952904e+03 2.188741562500000000e+05
1.941969531221046054e+03 2.198652187500000000e+05
1.941989962922139966e+03 2.211349375000000000e+05
1.942010394423166872e+03 2.224540468750000000e+05
1.942030826124202576e+03 2.245847812500000000e+05
1.942051257725179312e+03 2.266451093750000000e+05
1.942071689226206217e+03 2.278994062500000000e+05
1.942092120927183714e+03 2.160301093750000000e+05
1.942112552528102242e+03 2.146623437500000000e+05
1.942132984029070940e+03 2.160155781250000000e+05
1.942153415729990229e+03 2.178981875000000000e+05
1.942173847330908757e+03 2.190908750000000000e+05
1.942194278931820008e+03 2.207609843750000000e+05
1.942214710532680328e+03 2.231758437500000000e+05
1.942235142133540649e+03 2.248441406250000000e+05
1.942255573834394454e+03 2.264809687500000000e+05
1.942276005335254013e+03 2.283472812500000000e+05
1.942296436936056125e+03 2.309968750000000000e+05
