1.941008941273808887e+03 9.957414370767869727e-01
1.941029372767043242e+03 1.000634597483103905e+00
1.941049804360271082e+03 1.003831355182186913e+00
1.941070236053506960e+03 9.989224115329728981e-01
1.941090667546799523e+03 9.965617069374712589e-01
1.941151962326614012e+03 9.974944566246746191e-01
1.941172393919841852e+03 1.002212783067651936e+00
1.941192825613135938e+03 9.968649923838114324e-01
1.941213257206487469e+03 9.957206867518012539e-01
1.941233688699772756e+03 1.003340171542604686e+00
1.941254120393125049e+03 9.932351580457816631e-01
1.941274551986469305e+03 1.002159864387021981e+00
1.941294983579820837e+03 1.004639021595725490e+00
1.941315415173172369e+03 9.984757706966712609e-01
1.941335846766523900e+03 1.002585376948941898e+00
1.941356278459927125e+03 1.004180579146787711e+00
1.941376709953336103e+03 9.982805805874223060e-01
1.941397141546680359e+03 9.971352152244089551e-01
1.941417573240149068e+03 9.945466516037512195e-01
1.941438004733558046e+03 9.977216957177017509e-01
1.941458436327025993e+03 1.010590348896552859e+00
1.941478868020429218e+03 1.009315896700883286e+00
1.941499299513954611e+03 9.968908330501216053e-01
1.941519731207416044e+03 1.005632721748316971e+00
1.941540162800883991e+03 1.001597100179513866e+00
1.941560594294409384e+03 9.985296363052460489e-01
1.941581025987929024e+03 9.986394298432814676e-01
1.941642320768616628e+03 1.002989216546960716e+00
1.941662752362200990e+03 1.002892965736736031e+00
1.941683183955785353e+03 1.003817728852170132e+00
1.941703615549362439e+03 1.005772925513527483e+00
1.941724047143005009e+03 1.002527055705287440e+00
1.941744478636646818e+03 1.005907607835219375e+00
1.941764910330341081e+03 1.007338842246795707e+00
1.941785341923983651e+03 1.007919001757918487e+00
1.941805773517684429e+03 1.001974924186330940e+00
1.941826205111436138e+03 1.013545301404204846e+00
1.941887499892647611e+03 1.003984933044531624e+00
1.941907931486406596e+03 1.001137101224479187e+00
1.941928363180224551e+03 1.001420321533162960e+00
1.941948794674033707e+03 1.004505602131650965e+00
1.941969226267909107e+03 1.014805769639209432e+00
1.941989657961727062e+03 1.004771620196559745e+00
1.942010089455594425e+03 1.002780440785121074e+00
1.942030521149470587e+03 1.001746181188029716e+00
1.942050952743404196e+03 1.005948005491745123e+00
1.942071384237329767e+03 1.006644124344757918e+00
1.942112247525255952e+03 1.008438484457704343e+00
1.942132679019239731e+03 1.000316090235392918e+00
1.942153110713290516e+03 1.007737453248956028e+00
1.942173542307340540e+03 1.000721615680960408e+00
1.942193973901383288e+03 1.005241455404132012e+00
1.942214405495433311e+03 1.006834528280249108e+00
1.942234837089541543e+03 1.000436970926661617e+00
1.942255268783643260e+03 1.014063138617319115e+00
1.942275700277808937e+03 1.003932775667413901e+00
1.942296131871975376e+03 9.973132737782436363e-01
1.942316563566135301e+03 9.638914015634040267e-01
1.942398289843142265e+03 9.966853207612380583e-01
1.942418721437425120e+03 1.005005001495090866e+00
1.942439153131759667e+03 9.946748142948905747e-01
1.942459584626099968e+03 1.001463217012392048e+00
1.942480016220499238e+03 9.970395051417926258e-01
1.942500447914891993e+03 9.955666708633961193e-01
1.942520879409290501e+03 9.979146123780753275e-01
1.942541311103748740e+03 9.974800321566583694e-01
1.942623037481796928e+03 1.006314418847219505e+00
1.942643468976428267e+03 9.980754048823273772e-01
1.942663900671002921e+03 1.006546056110806608e+00
1.942684332265627745e+03 1.002839857572844551e+00
1.942704763860318053e+03 1.002857341842454675e+00
1.942725195455001085e+03 1.000754735907289694e+00
1.942745627049691393e+03 9.963575649478373375e-01
1.942766058744440670e+03 1.004730473254029421e+00
1.942827353528853564e+03 9.953835612681141143e-01
1.942847785123711219e+03 1.000573124048646623e+00
1.942868216618575389e+03 1.002989491348700302e+00
